,_RAJ2000,_DEJ2000,WDS,Name,HD,HIP,Date,PA,Sep,Dmag,Wave,FWHM,f_FWHM,SimbadName,_RA,_DE,Simbad plx,GAIA plx,V,R,J,H,K
0,00 02 33.4267,+18 41 00.258,00026+1841,BD+17 5027 ,225000,   201,2007.8228,148.5,0.10800000000000001, 2.21,698,39, ,HIP    201,0.6392800000000001,18.6834,9.6913,9.691309139588403,8.239999771118164,,7.282000064849853,7.048999786376952,6.982999801635742
1,00 06 08.0345,+09 42 53.771,00061+0943,BD+08 5172 ,   126,   510,2007.0092,149.4,0.109, 1.06,698,39, ,HIP    510,1.53348,9.714939999999999,11.52,,7.800000190734862,,6.85099983215332,6.646999835968018,6.632999897003174
6,00 06 13.1539,-01 53 13.790,00062-0153,BD-02 6098 ,   137,   515,2007.8173,336.2,0.327, 2.45,754,44, ,HIP    515,1.55481,-1.88716,,,,,,,
8,00 08 28.4672,+34 56 04.365,00085+3456,BD+34 3    ,   375,   689,2007.8172,139.8,0.062, 0.00,754,44,a,HIP    689,2.11861,34.93455,,,,,,,
10,00 12 08.0881,+53 37 26.005,00121+5337,ADS 148    ,   761,   981,2007.0064,309.0,0.32899999999999996, 1.58,550,40, ,HIP    981,3.0337,53.62389,,,,,,,
11,00 14 20.2021,-27 31 53.156,00143-2732,CD-28 47   ,  1002,  1144,2007.8255,287.1,0.175, 1.06,550,40, ,HIP   1144,3.5841800000000004,-27.53143,,,,,,,
12,00 16 23.4565,-22 35 16.863,00164-2235,HD1205     ,  1205,  1306,2007.8255,231.8,0.198, 1.81,550,40, ,HIP   1306,4.09774,-22.58802,7.0184,7.018382897420376,8.680000305175781,,7.61899995803833,7.425000190734862,7.282000064849853
13,00 16 34.0408,+08 14 24.563,00166+0814,HR 59      ,  1227,  1319,2007.8173,223.2,0.479, 3.89,754,44, ,HIP   1319,4.14184,8.240160000000001,,,,,,,
15,00 17 56.9435,+34 34 31.872,00179+3435,BD+33 24   ,  1362,  1441,2007.8257,285.0,0.528, 2.95,550,40, ,HIP   1441,4.48726,34.575520000000004,10.112,10.112037675396747,7.389999866485597,,6.383999824523926,6.11899995803833,6.072000026702881
16,00 25 08.7379,+48 02 50.956,00251+4803,BD+47 88   ,  2057,  1987,2007.0065,312.4,0.282, 3.29,550,40, ,HIP   1987,6.28641,48.04749,,,,,,,
18,00 25 49.8233,+10 25 24.534,00258+1025,BD+09 41   ,  2157,  2035,2007.8173,100.9,0.114, 1.17,754,44, ,HIP   2035,6.4576,10.42348,8.34,0.08679550003862603,6.809999942779541,,6.296999931335449,6.249000072479247,6.182000160217285
20,00 25 57.6353,+19 04 32.759,00260+1905,BD+18 42   ,  2174,  2048,2007.0066,261.2,0.8290000000000001,     ,550,40, ,HIP   2048,6.49015,19.075770000000002,19.8287,19.828700792535148,6.460000038146973,,6.251999855041504,5.9749999046325675,5.864999771118164
21,00 26 08.6776,-11 22 37.078,00261-1123,BD-12 63   ,  2237,  2066,2007.8173,193.6,0.40299999999999997, 2.90,754,44, ,HIP   2066,6.53616,-11.37697,15.572000000000001,15.571998162815285,7.9000000953674325,,6.732999801635742,6.435999870300293,6.35699987411499
23,00 26 37.4130,-00 02 58.300,00266-0003,HR 101     ,  2273,  2100,2007.8173,275.5,0.431, 2.60,754,44, ,HIP   2100,6.655889999999999,-0.049530000000000005,8.1442,8.144172706584751,6.120999813079834,,4.6579999923706055,4.1579999923706055,4.1040000915527335
25,00 32 07.0711,-12 17 42.290,00321-1218,BD-13 89   ,  2893,  2532,2007.8256,324.7,0.314, 0.52,550,40, ,HIP   2532,8.02946,-12.29508,,,,,,,
26,00 32 23.7813,+06 57 19.657,00324+0657,ADS 449    ,  2913,  2548,2007.0093,276.5,0.247, 1.97,698,39, ,HIP   2548,8.099089999999999,6.95546,6.4777,6.477707667679385,8.470000267028809,,7.820000171661378,7.703000068664551,7.6560001373291025
30,00 38 50.9879,+03 42 18.140,00389+0342,           ,      ,  3061,2007.8173,320.1,0.772, 0.49,754,44, ,HIP   3061,9.71245,3.7050400000000003,,,,,,,
31,00 39 39.6663,-21 34 45.087,00397-2135,BD-22 112  ,  3693,  3118,2007.8255,32.5,0.275, 0.58,550,40, ,HIP   3118,9.915280000000001,-21.57919,18.7043,,,7.1,6.377000000000001,6.093,6.022
32,00 42 48.0343,+12 48 41.162,00428+1249,BD+12 81   ,      ,  3361,2007.0092,61.2,0.258, 1.39,698,39, ,HIP   3361,10.70014,12.81143,,,,,,,
33,00 44 37.1500,-18 56 48.203,00446-1856,BD-19 111  ,      ,  3493,2007.8255,235.9,0.201, 1.13,550,40, ,HIP   3493,11.15479,-18.946720000000003,6.9457,6.945662054031482,9.199999809265137,,8.074000358581543,7.761000156402588,7.697000026702881
34,00 46 16.1282,-06 33 58.393,00463-0634,BD-07 117  ,  4393,  3612,2007.8174,255.2,0.069, 1.28,754,44, ,HIP   3612,11.5672,-6.5662199999999995,,,,,,,
35,00 46 56.6693,+43 38 47.277,00469+4339,BD+42 170  ,      ,  3669,2007.0065,113.0,0.141, 1.25,550,40, ,HIP   3669,11.73612,43.64647,11.2577,11.257737125409967,8.800000190734863,,7.657999992370605,7.4120001792907715,7.326000213623048
38,00 49 32.6851,+44 03 33.234,00495+4404,BD+43 159  ,  4712,  3857,2007.0094,7.7,0.11699999999999999, 2.23,698,39, ,HIP   3857,12.38619,44.05923,17.557000000000002,17.556951554390675,8.239999771118164,,7.117000102996826,6.8379998207092285,6.7220001220703125
40,00 50 47.5193,-01 55 19.280,00508-0155,BD-02 112  ,  4873,  3957,2007.8173,352.2,0.802, 2.62,754,44, ,HIP   3957,12.698,-1.92202,,,,,,,
42,00 51 35.2481,+44 12 29.430,00516+4412,BD+43 165  ,  4901,      ,2007.0094,122.0,0.12, 1.43,698,39, ,HD    4901,12.89687,44.20817,7.23,2.378339136466193,6.191999912261963,,4.901000022888184,4.177999973297118,4.129000186920166
44,00 51 50.0471,+78 37 32.741,00518+7837,BD+77 29   ,  4741,  4041,2007.012,234.2,0.29, 2.40,754,44, ,HIP   4041,12.95853,78.62576,,,,,,,
45,00 59 35.1150,-01 11 29.778,00596-0111,ADS 822    ,  5805,  4641,2007.0093,10.1,0.39399999999999996, 0.84,698,39, ,HIP   4641,14.89631,-1.1916,14.47,,8.289999961853027,,7.2189998626708975,6.88100004196167,6.868000030517577
48,01 01 43.5822,+25 17 31.998,01017+2518,BD+24 163  ,  6009,  4809,2007.8228,192.0,0.11599999999999999, 0.26,698,39, ,HIP   4809,15.43159,25.29222,11.2217,11.221698360196248,5.678999999999999,,5.6770000000000005,5.681,5.6370000000000005
49,01 02 24.5727,+05 03 41.214,01024+0504,BD+04 158  ,  6101,  4849,2007.0093,107.6,0.465, 1.73,698,39, ,HIP   4849,15.60239,5.06145,,,,,,,
52,01 03 46.2867,+52 11 55.041,01038+5212,BD+51 219  ,232361,  4976,2007.8229,81.1,0.43200000000000005, 0.52,698,39, ,HIP   4976,15.942860000000001,52.19862,,,,,,,
53,01 05 40.9553,+21 28 23.449,01057+2128,ADS 899    ,  6456,  5131,2007.8228,311.4,0.051, 0.72,698,39,a,HIP   5131,16.42065,21.47318,,,,,,,
54,01 07 04.4950,-00 35 31.620,01071-0036,BD-01 147  ,  6639,  5245,2007.0119,201.5,0.222, 2.49,550,40, ,HIP   5245,16.768729999999998,-0.59212,,,,,,,
57,01 07 09.1819,+38 39 01.627,01072+3839,ADS 918    ,  6586,  5249,2007.0065,331.9,0.128, 0.00,550,40, ,HIP   5249,16.78826,38.65045,8.9,-7.287989050628668,9.289999961853027,,8.152999877929688,7.853000164031982,7.771999835968018
58,01 10 50.7438,+67 46 48.346,01108+6747,BD+67 98   ,  6840,  5531,2007.0093,177.7,0.121, 0.55,698,39, ,HIP   5531,17.71143,67.7801,13.22,,,9.800000190734863,8.559000015258789,8.10200023651123,7.956999778747559
61,01 11 43.5087,+08 34 48.344,01117+0835,BD+07 181  ,  7128,  5593,2007.8174,133.8,0.33799999999999997, 1.67,754,44, ,HIP   5593,17.93129,8.5801,27.4741,,10.722000000000001,10.309000000000001,7.984,7.3229999999999995,7.124
62,01 12 53.8949,+51 36 08.449,01129+5136,BD+50 238  ,  7169,  5674,2007.823,66.9,0.154, 1.89,698,39, ,HIP   5674,18.22456,51.60235,7.0404,7.040393107630672,8.539999961853027,,7.7059998512268075,7.540999889373778,7.460000038146973
63,01 16 36.4540,+18 31 21.600,01166+1831,BD+17 176  ,  7640,  5952,2007.0038,243.1,0.642, 3.06,754,44, ,HIP   5952,19.151889999999998,18.52267,14.4847,,,9.199999809265137,8.017999649047853,7.528999805450439,7.435999870300293
65,01 23 21.4197,+58 08 34.779,01234+5809,ADS 1105   ,  8272,  6486,2007.0094,164.1,0.281, 0.53,698,39, ,HIP   6486,20.83925,58.142990000000005,,,,,,,
67,01 25 57.3441,+13 14 53.573,01260+1315,BD+12 176  ,      ,  6694,2007.8229,312.9,0.462, 0.63,698,39, ,HIP   6694,21.48893,13.24821,,,,,,,
69,01 28 06.6677,+47 45 09.174,01281+4745,BD+46 363  ,  8846,  6850,2007.823,322.9,0.409, 2.21,698,39, ,HIP   6850,22.02778,47.75255,14.77,15.11629640778564,7.789999961853027,,6.658999919891357,6.368000030517577,6.298999786376952
70,01 28 27.4956,+07 57 29.493,01284+0758,BD+07 214  ,  8956,  6873,2007.8229,48.1,0.461, 3.04,698,39, ,HIP   6873,22.11456,7.958189999999999,,,,,,,
71,01 29 41.1743,+22 49 34.292,01297+2250,ADS 1183   ,  9071,  6966,2007.0038,193.3,0.16399999999999998, 0.68,754,44, ,HIP   6966,22.42156,22.82619,7.2606,7.260560152798197,8.729999542236326,,7.7059998512268075,7.480000019073486,7.392000198364258
73,01 31 10.7001,-07 01 58.160,01312-0702,BD-07 246  ,  9278,  7075,2007.8256,179.4,0.2, 1.93,550,40, ,HIP   7075,22.79458,-7.03282,,,,,,,
74,01 32 01.6615,+57 11 40.679,01320+5712,BD+56 289  ,      ,  7141,2007.823,283.2,0.193, 4.92,698,39, ,HIP   7141,23.00692,57.194630000000004,4.3416,4.341613250598473,8.310000419616701,,7.556000232696532,7.418000221252441,7.347000122070312
75,01 32 31.1199,-10 17 51.065,01325-1018,BD-11 291  ,  9419,  7178,2007.8256,239.5,0.43700000000000006, 3.18,550,40, ,HIP   7178,23.12967,-10.29752,,,,,,,
76,01 37 37.7053,-09 24 13.625,01376-0924,HR 466     , 10009,  7580,2007.8256,310.7,0.12300000000000001, 1.20,550,40,b,HIP   7580,24.40711,-9.403780000000001,23.4435,,,8.0,6.9670000076293945,6.583000183105469,6.480999946594237
77,01 37 44.4935,+48 24 45.897,01377+4825,BD+47 466  ,  9901,  7589,2007.0094,218.7,0.594, 3.16,698,39, ,HIP   7589,24.435389999999998,48.41275,11.82,,8.71,,,,
80,01 42 57.7475,+58 06 56.768,01430+5807,BD+57 373  , 10387,  8019,2007.8258,207.5,0.32899999999999996, 0.48,550,40, ,HIP   8019,25.74061,58.11577,,,,,,,
82,01 51 13.3320,+24 39 07.774,01512+2439,ADS 1473   , 11284,  8622,2007.0066,171.1,0.34299999999999997, 0.84,550,40, ,HIP   8622,27.80555,24.652160000000002,,,,,,,
83,02 00 48.4802,+59 57 33.612,02008+5958,BD+59 376  , 12112,  9403,2007.0121,250.3,0.239, 2.28,754,44, ,HIP   9403,30.202,59.959340000000005,14.5154,14.515370562976074,6.710000038146973,,5.269999980926514,4.935999870300293,4.809000015258789
85,02 01 01.1351,+73 25 34.926,02010+7326,BD+72 114  , 11958,  9419,2007.823,217.8,0.33299999999999996, 3.85,698,39, ,HIP   9419,30.25473,73.42636999999999,47.3,,8.131,7.516,6.199,5.676,5.51
87,02 01 57.4503,+70 54 25.290,02020+7054,ADS 1598   , 12111,  9480,2007.823,290.4,0.7020000000000001,     ,698,39, ,HIP   9480,30.48938,70.90701999999999,,,,,,,
90,02 07 01.8835,-04 13 03.208,02070-0413,BD-04 338  , 12984,  9874,2008.0689,268.3,0.893,     ,698,39, ,HIP   9874,31.75785,-4.21756,,,,,,,
92,02 14 29.0945,+66 31 27.937,02145+6631,HR 640     , 13474, 10438,2008.0688,118.6,0.10800000000000001, 1.57,698,39,c,HIP  10438,33.62123,66.52443000000001,9.58,,,9.35,8.202,7.8629999999999995,7.801
93,02 17 11.9561,+58 38 10.143,02172+5838,BD+57 531  , 13865, 10660,2007.0121,242.8,0.397, 2.77,754,44, ,HIP  10660,34.299820000000004,58.63615,11.86,12.85996422529404,5.273,,5.242999999999999,5.301,5.265
96,02 20 04.8985,-03 32 05.679,02201-0332,BD-04 379  , 14473, 10885,2008.0689,115.4,0.135, 0.56,698,39, ,HIP  10885,35.02041,-3.53491,26.0949,26.094893266276426,9.020000457763672,,7.377999782562256,6.933000087738037,6.852000236511231
97,02 24 51.1504,+30 38 48.269,02249+3039,BD+29 406  , 14874, 11253,2007.8256,273.2,0.379, 2.71,550,40, ,HIP  11253,36.21313,30.64674,,,,,,,
98,02 26 09.5908,+34 28 10.031,02262+3428,BD+33 429  , 15013, 11352,2007.8256,296.7,0.059000000000000004, 0.55,550,40, ,HIP  11352,36.53996,34.46945,,,,,,,
99,02 32 10.8968,+09 00 51.251,02322+0901,BD+08 390  ,      , 11793,2007.0094,331.6,0.66, 1.49,698,39, ,HIP  11793,38.0454,9.01424,9.11,6.524488829241843,7.570000171661378,,6.577000141143799,6.361000061035156,6.311999797821045
100,02 37 49.2775,+23 07 42.450,02378+2308,BD+22 375  , 16312, 12257,2007.8257,119.1,0.155, 0.35,550,40, ,HIP  12257,39.45532,23.12846,16.6508,,,6.199999809265138,5.433000087738037,5.198999881744385,5.11299991607666
101,02 39 33.8285,-11 52 19.713,02396-1152,HR 781     , 16620, 12390,2007.8175,265.6,0.11800000000000001, 0.83,550,40, ,HIP  12390,39.89095,-11.87214,,,,,,,
102,02 39 51.7583,+00 08 46.644,02399+0009,ADS 2028   , 16619, 12421,2008.0689,183.0,0.071, 1.46,698,39,c,HIP  12421,39.96566,0.14629,,,,,,,
104,02 41 30.1716,-15 06 02.533,02415-1506,BD-15 477  , 16826, 12554,2007.8175,204.1,0.251, 0.81,550,40, ,HIP  12554,40.37571,-15.1007,16.0597,16.059706570408288,9.25,,7.88100004196167,7.5349998474121085,7.428999900817871
107,02 58 23.7701,+19 13 45.420,02584+1914,BD+18 382  ,      , 13855,2007.8176,243.6,0.619, 4.01,550,40, ,HIP  13855,44.59904,19.22928,10.9329,10.932934741038185,7.276999950408935,,6.561999797821045,6.440999984741211,6.374000072479247
108,03 01 22.6873,+06 14 56.866,03014+0615,BD+05 438  , 18774, 14075,2007.8258,188.8,0.134, 0.25,550,40, ,HIP  14075,45.34453,6.24913,16.2073,,,8.100000381469728,7.234000205993652,6.918000221252441,6.821000099182129
109,03 03 28.6523,+23 03 41.314,03035+2304,BD+22 425  , 18940, 14230,2007.8176,5.9,0.168, 1.57,550,40, ,HIP  14230,45.86938,23.06148,,,,,,,
111,03 11 56.8308,+61 31 13.011,03119+6131,BD+60 637  ,      , 14864,2007.8233,167.6,0.585, 2.03,698,39, ,HIP  14864,47.98679,61.52028000000001,17.0,,,6.0999999046325675,5.519999980926514,5.339000225067139,5.303999900817871
112,03 15 07.6565,+16 18 12.223,03151+1618,ADS 2429   ,      , 15134,2007.0121,121.7,0.41, 0.81,754,44, ,HIP  15134,48.7819,16.3034,,,,,,,
118,03 20 51.4628,+20 30 33.949,03209+2031,BD+19 511  , 20716, 15597,2007.8176,341.7,0.588, 4.16,550,40, ,HIP  15597,50.21443,20.50943,17.12,,10.800000190734863,,8.378000259399414,7.817999839782715,7.603000164031982
119,03 21 18.0737,+10 37 47.263,03213+1038,BD+10 432  , 20779, 15633,2007.0039,66.0,0.192, 0.33,754,44, ,HIP  15633,50.325309999999995,10.6298,,,,,,,
120,03 22 45.2401,+20 44 31.438,03228+2045,HR 1015    , 20893, 15737,2007.0095,292.7,0.392, 4.06,698,39, ,HIP  15737,50.6885,20.742070000000002,6.28,,7.550000190734862,,7.250999927520753,7.228000164031982,7.184999942779541
123,03 24 32.6195,-03 32 06.099,03245-0332,BD-04 585  , 21125, 15880,2007.0122,49.7,0.9570000000000001,     ,754,44, ,HIP  15880,51.135909999999996,-3.5350300000000003,8.3109,8.310854295882974,8.039999961853027,,7.039000034332275,6.73799991607666,6.676000118255615
125,03 26 35.3892,+28 42 54.317,03266+2843,BD+28 532  , 21242, 16042,2007.0121,55.5,0.337, 3.16,754,44, ,HIP  16042,51.64745,28.715090000000004,6.09,,6.769999980926514,,6.557000160217285,6.585999965667725,6.5349998474121085
126,03 27 10.1507,+09 43 57.634,03272+0944,HR 1038    , 21364, 16083,2007.0039,256.7,0.204, 3.14,754,44,c,HIP  16083,51.79229,9.73268,,,,,,,
128,03 30 40.0549,-19 26 08.101,03307-1926,BD-19 694  , 21841, 16348,2007.8232,221.2,0.063, 0.65,698,39, ,HIP  16348,52.6669,-19.435579999999998,9.03,9.029971726600216,7.820000171661378,,6.171000003814697,5.699999809265138,5.609000205993652
129,03 36 17.4121,-17 28 01.442,03363-1728,HR 1100    , 22470, 16803,2007.0122,79.6,0.193, 1.20,754,44, ,HIP  16803,54.07255,-17.46707,3.3633,3.363258757482667,10.220000267028807,,9.081000328063963,8.821000099182129,8.763999938964844
130,03 37 52.4657,+05 38 28.741,03379+0538,BD+05 521  , 22556, 16930,2007.004,134.4,0.11599999999999999, 1.28,754,44, ,HIP  16930,54.46861,5.6413199999999994,6.1069,6.10686593860839,8.140000343322754,,7.429999828338622,7.303999900817871,7.242000102996826
132,03 38 31.9563,+13 36 21.437,03385+1336,BD+13 576  ,      , 16991,2007.0068,79.3,0.341, 3.40,550,40, ,HIP  16991,54.63315,13.60595,24.0481,,6.239999771118164,,5.210999965667725,5.02400016784668,4.89300012588501
133,03 40 21.7591,+11 43 54.015,03404+1144,BD+11 504  ,      , 17149,2007.8259,280.2,0.938,     ,550,40, ,HIP  17149,55.09066,11.73167,14.0163,,,6.5,5.855000019073486,5.703000068664551,5.607999801635742
134,03 43 55.0970,+60 24 37.352,03439+6025,BD+59 704  ,      , 17418,2007.8203,21.0,0.861,     ,698,39, ,HIP  17418,55.979569999999995,60.41038,,,,,,,
135,03 45 57.3891,+73 02 05.844,03460+7302,BD+72 187  , 22811, 17580,2007.8177,5.0,0.924,     ,550,40, ,HIP  17580,56.48911999999999,73.03496,,,,,,,
137,03 49 38.6477,-02 19 42.843,03496-0220,BD-02 726  , 24031, 17895,2007.004,337.5,0.302, 0.73,754,44, ,HIP  17895,57.411030000000004,-2.32857,9.34,,7.027999877929688,,6.14300012588501,6.01200008392334,5.953999996185303
139,03 49 36.5974,+63 17 49.072,03496+6318,HR 1158    , 23523, 17891,2007.0122,190.1,0.084, 0.40,754,44, ,HIP  17891,57.40249,63.29696,,,,,,,
140,03 54 42.6723,-07 54 37.908,03547-0755,BD-08 751  , 24634, 18293,2007.0123,166.3,0.823,     ,550,40, ,HIP  18293,58.6778,-7.9105300000000005,7.63,,7.1599998474121085,,6.386000156402588,6.241000175476074,6.2179999351501465
142,04 07 00.5593,-10 00 01.638,04070-1000,BD-10 839  , 26040, 19206,2007.004,336.6,0.221, 1.33,754,44, ,HIP  19206,61.75233000000001,-10.00045,9.0395,9.039522996798741,6.739999771118164,,6.440999984741211,6.39300012588501,6.357999801635742
145,04 10 14.0566,+17 22 06.342,04102+1722,BD+16 564  ,285465, 19472,2007.0041,337.2,0.396, 1.01,754,44, ,HIP  19472,62.558569999999996,17.36843,,,,,,,
150,04 11 38.0497,+29 49 48.619,04116+2950,BD+29 676  , 26397, 19572,2007.0095,90.1,0.47600000000000003, 3.12,698,39, ,HIP  19572,62.90854,29.830170000000003,6.5901,6.590123558912048,7.869999885559082,,6.179999828338622,5.74399995803833,5.630000114440918
154,04 11 56.2217,+23 38 10.762,04119+2338,BD+23 635  ,284163, 19591,2007.0096,189.4,0.278, 1.54,698,39, ,HIP  19591,62.98426,23.63632,,,,,,,
156,04 13 33.1043,+07 42 57.737,04136+0743,ADS 3064   , 26690, 19719,2007.004,199.6,0.069, 0.80,754,44, ,HIP  19719,63.387930000000004,7.71604,28.36,,4.54,4.36,4.23,4.125,4.12
159,04 19 30.2223,+37 59 54.188,04195+3800,BD+37 909  , 27214, 20176,2007.0041,11.8,0.083, 1.15,754,44,a,HIP  20176,64.87593000000001,37.99839,,,,,,,
166,04 21 16.6453,+38 14 39.417,04213+3815,BD+37 912  , 27427, 20326,2007.8233,176.1,0.207, 3.39,698,39, ,HIP  20326,65.31936,38.244279999999996,,,,,,,
176,04 24 32.7927,+50 50 42.630,04245+5051,BD+50 986  , 27673, 20586,2007.0041,139.2,0.861,     ,754,44, ,HIP  20586,66.13664,50.84517,5.93,5.5455499109043975,7.72,,6.952999999999999,6.7829999999999995,6.686
181,04 25 37.3167,+15 56 27.646,04256+1556,HR 1391    , 27991, 20661,2007.0096,232.1,0.069, 0.54,698,39,a,HIP  20661,66.40549,15.94101,,,,,,,
193,04 26 49.5279,+58 14 26.195,04268+5814,BD+57 798  , 27816, 20754,2007.8233,36.3,0.127, 1.59,698,39, ,HIP  20754,66.70636999999999,58.24061,3.483,3.4829677030008686,6.070000171661378,,4.913000106811523,4.309000015258788,4.238999843597412
194,04 29 40.7027,+12 10 32.775,04297+1211,BD+11 618  , 28449, 20960,2007.826,245.7,0.281, 3.42,550,40, ,HIP  20960,67.41959,12.17577,13.2094,13.209411869213664,8.069999694824219,,7.081999778747559,6.828000068664551,6.814000129699707
195,04 33 58.5380,+15 09 49.027,04340+1510,BD+14 721  ,285931, 21280,2007.0096,110.9,0.168, 1.22,698,39,c,HIP  21280,68.49391,15.163620000000002,,,,,,,
198,04 34 39.6512,-11 38 09.036,04347-1138,BD-11 904  , 29125, 21329,2007.8234,276.0,0.306, 3.90,698,39, ,HIP  21329,68.66521,-11.63584,,,,,,,
199,04 35 39.2591,+10 09 38.840,04357+1010,ADS 3317   , 29140, 21402,2007.0096,307.3,0.172, 1.85,698,39, ,HIP  21402,68.91358000000001,10.160789999999999,7.0453,7.045311475458345,8.08,,7.085,6.864,6.789
201,04 38 10.8249,-14 18 14.460,04382-1418,HR 1481    , 29503, 21594,2007.8234,358.8,1.09,     ,698,39, ,HIP  21594,69.5451,-14.304020000000001,18.9878,,,7.800000190734862,6.901999950408936,6.543000221252441,6.486999988555907
202,04 38 53.5547,-12 07 23.228,04389-1207,BD-12 955  , 29573, 21644,2007.8234,171.5,0.146, 1.71,698,39, ,HIP  21644,69.72314,-12.12312,22.5156,22.51558973205939,8.020000457763674,,6.706999778747559,6.322000026702881,6.230999946594237
210,04 56 11.0419,+13 58 31.504,04562+1359,BD+13 738  , 31399, 22942,2007.0097,164.2,0.461, 3.69,698,39, ,HIP  22942,74.04601,13.975420000000002,12.3116,12.31158184900907,9.899999618530273,,8.138999938964844,7.665999889373778,7.571000099182129
212,04 58 26.1988,-03 43 58.388,04584-0344,BD-03 953  , 31768, 23116,2007.0097,145.9,0.5670000000000001, 2.86,698,39, ,HIP  23116,74.60916,-3.7328900000000003,7.9022,7.902190734684957,8.399999618530272,,7.381999969482423,7.1690001487731925,7.110000133514403
214,05 00 26.1460,+41 57 41.825,05004+4158,BD+41 1027 , 31759, 23274,2007.8234,245.7,0.39899999999999997, 1.93,698,39, ,HIP  23274,75.10894,41.96162,42.4864,,4.869999885559082,,4.0399999618530265,3.740000009536743,3.7699999809265137
216,05 01 44.2761,+26 40 16.204,05017+2640,ADS 3608   , 32092, 23395,2007.0069,331.2,0.28, 1.69,754,44, ,HIP  23395,75.43448000000001,26.67117,14.24,,,7.5999999046325675,6.633999824523926,6.309999942779541,6.2210001945495605
219,05 03 45.6019,+06 38 25.149,05038+0638,BD+06 819  , 32483, 23542,2007.8261,161.5,0.9129999999999999,     ,550,40, ,HIP  23542,75.94001,6.64032,,,,,,,
220,05 06 00.9190,+35 56 11.010,05060+3556,BD+35 973  , 32608, 23724,2007.8261,28.5,0.281, 1.81,550,40, ,HIP  23724,76.50383000000001,35.93639,12.72,,7.269999980926514,,6.287000179290772,6.056000232696532,5.997000217437744
221,05 06 33.7781,+26 29 43.743,05066+2630,BD+26 785  ,240622, 23772,2007.8205,33.1,0.1, 2.47,698,39, ,HIP  23772,76.64074000000001,26.49548,,,,,,,
222,05 06 43.0752,+14 05 05.201,05067+1405,BD+13 803  , 32851, 23789,2007.0042,117.2,0.998,     ,754,44, ,HIP  23789,76.67948,14.084779999999999,,,,,,,
225,05 08 06.6229,+24 15 54.631,05081+2416,ADS 3709   , 32990, 23900,2007.0069,201.9,0.39299999999999996, 3.13,754,44, ,HIP  23900,77.0276,24.265179999999997,11.7879,11.787946328163292,8.789999961853027,,7.579999923706055,7.295000076293945,7.232999801635742
228,05 10 20.6735,-07 35 38.749,05103-0736,ADS 3748   , 33507, 24076,2008.069,314.2,0.16699999999999998, 0.38,698,39, ,HIP  24076,77.58614,-7.5941,16.6243,16.624334379410072,8.84000015258789,,7.47599983215332,7.162000179290772,7.041999816894531
229,05 19 31.1709,-09 27 11.518,05195-0927,BD-09 1125 , 34766, 24839,2008.069,233.6,0.26, 2.43,698,39, ,HIP  24839,79.87988,-9.4532,26.322,26.32196743536316,7.059999942779541,,5.860000133514403,5.5900001525878915,5.5
230,05 20 14.6691,+41 05 10.352,05202+4105,BD+40 1253 , 34557, 24902,2007.0124,76.3,0.188, 2.65,550,40, ,HIP  24902,80.06111999999999,41.086209999999994,,,,,,,
233,05 21 38.9175,+10 19 37.591,05216+1020,BD+10 762  , 34957, 25033,2007.8261,318.7,0.39899999999999997, 1.63,550,40, ,HIP  25033,80.41216,10.327110000000001,39.821999999999996,39.822047852098535,10.052000045776367,9.598999977111816,7.374000072479247,6.767000198364258,6.574999809265138
234,05 21 39.9105,+18 54 24.408,05217+1854,BD+18 831  , 34926, 25035,2007.0042,35.2,0.152, 2.44,754,44,a,HIP  25035,80.41629,18.906779999999998,13.26,,8.829999923706055,,7.632999897003174,7.250999927520753,7.236999988555907
235,05 27 10.0935,+17 57 43.984,05272+1758,ADS 4038   , 35671, 25499,2007.0042,269.1,0.10300000000000001, 0.89,754,44,b,HIP  25499,81.79205999999999,17.962220000000002,,,,,,,
237,05 36 03.4656,-12 20 23.914,05361-1220,BD-12 1212 , 37161, 26301,2007.8179,203.0,0.496, 0.77,550,40, ,HIP  26301,84.01444000000001,-12.33998,,,,,,,
238,05 38 44.7793,-02 36 00.119,05387-0236,ADS 4241   , 37468, 26549,2007.0042,95.6,0.254, 1.25,754,44, ,HIP  26549,84.68658,-2.60003,,,,,,,
240,05 50 02.6859,+09 52 16.374,05500+0952,BD+09 978  , 39007, 27549,2007.8261,265.6,1.071,     ,550,40, ,HIP  27549,87.51119,9.871210000000001,,,,,,,
241,05 52 29.4119,-02 17 07.216,05525-0217,BD-02 1395 , 39438, 27758,2007.0042,285.2,0.099, 1.31,754,44,a,HIP  27758,88.12255,-2.28534,,,,,,,
245,05 55 35.3675,-04 47 18.896,05556-0447,BD-04 1291 , 39927, 28019,2007.0042,278.1,0.313, 3.13,754,44, ,HIP  28019,88.89735999999999,-4.7885800000000005,6.166,6.166016940421607,6.800000190734862,,4.709000110626222,3.9670000076293945,4.013999938964844
249,06 03 14.8608,+19 21 38.683,06032+1922,BD+19 1185 ,250792, 28671,2007.0097,182.3,0.10800000000000001, 1.64,698,39,a,HIP  28671,90.81192,19.36075,10.6,,8.420000076293945,,7.3369998931884775,7.041999816894531,6.995999813079834
252,06 04 05.7442,+21 29 38.897,06041+2130,BD+21 1099 , 41140, 28728,2007.818,338.5,0.8170000000000001, 3.69,550,40, ,HIP  28728,91.02393000000001,21.494139999999998,10.27,9.33844381015863,5.077,,2.9589999999999996,2.347,2.191
